_Annual_J-D_2019_____________ L-OTI(^S^o^N^C) Anomaly vs 2000-2001              
   i   j     lon     lat    array(i,j)
  97  50   13.00    9.00        0.8989
  98  50   15.00    9.00        0.8942
  99  50   17.00    9.00        0.8483
 100  50   19.00    9.00        0.7788
 101  50   21.00    9.00        0.7376
 102  50   23.00    9.00        0.6942
 103  50   25.00    9.00        0.6446
 104  50   27.00    9.00        0.6134
 105  50   29.00    9.00        0.6028
 106  50   31.00    9.00        0.5944
 107  50   33.00    9.00        0.5753
 108  50   35.00    9.00        0.5562
 109  50   37.00    9.00        0.5438
 110  50   39.00    9.00        0.5345
 111  50   41.00    9.00        0.5211
 112  50   43.00    9.00        0.5428
 113  50   45.00    9.00        0.6090
 114  50   47.00    9.00        0.6285
 115  50   49.00    9.00        0.6554
 116  50   51.00    9.00        0.8995
 117  50   53.00    9.00        0.9506
 118  50   55.00    9.00        0.9414
 119  50   57.00    9.00        0.9048
 120  50   59.00    9.00        0.8544
 121  50   61.00    9.00        0.8056
 122  50   63.00    9.00        0.7500
 123  50   65.00    9.00        0.6915
 124  50   67.00    9.00        0.6437
 125  50   69.00    9.00        0.6162
 126  50   71.00    9.00        0.6180
 127  50   73.00    9.00        0.5569
 128  50   75.00    9.00        0.6525
 129  50   77.00    9.00        0.5536
 130  50   79.00    9.00        0.5180
 131  50   81.00    9.00        0.5046
 132  50   83.00    9.00        0.4647
 133  50   85.00    9.00        0.4236
 134  50   87.00    9.00        0.4296
 135  50   89.00    9.00        0.4478
 136  50   91.00    9.00        0.4466
 137  50   93.00    9.00        0.4228
 138  50   95.00    9.00        0.4004
 139  50   97.00    9.00        0.7352
 140  50   99.00    9.00        0.8277
 141  50  101.00    9.00        0.5815
 142  50  103.00    9.00        0.4279
 143  50  105.00    9.00        0.6351
 144  50  107.00    9.00        0.6256
 145  50  109.00    9.00        0.2653
 146  50  111.00    9.00        0.1449
 147  50  113.00    9.00        0.0508
 148  50  115.00    9.00       -0.0086
 149  50  117.00    9.00        0.0758
 150  50  119.00    9.00        0.1737
 151  50  121.00    9.00        0.1632
 152  50  123.00    9.00        0.2228
 153  50  125.00    9.00        0.6244
 154  50  127.00    9.00        0.3491
 155  50  129.00    9.00       -0.0908
 156  50  131.00    9.00       -0.1436
 157  50  133.00    9.00        0.1060
 158  50  135.00    9.00        0.1094
 159  50  137.00    9.00        0.0296
 160  50  139.00    9.00        0.1443
 161  50  141.00    9.00        0.1538
 162  50  143.00    9.00        0.0734
 163  50  145.00    9.00        0.1057
 164  50  147.00    9.00        0.1310
 165  50  149.00    9.00        0.1560
 166  50  151.00    9.00        0.4220
 167  50  153.00    9.00        0.4127
 168  50  155.00    9.00        0.2602
 169  50  157.00    9.00        0.2862
 170  50  159.00    9.00        0.3060
 171  50  161.00    9.00        0.3229
 172  50  163.00    9.00        0.3368
 173  50  165.00    9.00        0.3553
 174  50  167.00    9.00        0.5226
 175  50  169.00    9.00        0.5075
 176  50  171.00    9.00        0.4906
 177  50  173.00    9.00        0.5333
 178  50  175.00    9.00        0.5709
 179  50  177.00    9.00        0.6000
 180  50  179.00    9.00        0.6309
   1  51 -179.00   11.00        0.6534
   2  51 -177.00   11.00        0.6993
   3  51 -175.00   11.00        0.7478
   4  51 -173.00   11.00        0.7997
   5  51 -171.00   11.00        0.8487
   6  51 -169.00   11.00        0.8881
   7  51 -167.00   11.00        0.9168
   8  51 -165.00   11.00        0.9383
   9  51 -163.00   11.00        0.9493
  10  51 -161.00   11.00        0.9489
  11  51 -159.00   11.00        0.9464
  12  51 -157.00   11.00        0.9541
  13  51 -155.00   11.00        0.9684
  14  51 -153.00   11.00        0.9756
  15  51 -151.00   11.00        0.9689
  16  51 -149.00   11.00        0.9563
  17  51 -147.00   11.00        0.9548
  18  51 -145.00   11.00        0.9689
  19  51 -143.00   11.00        0.9882
  20  51 -141.00   11.00        1.0101
  21  51 -139.00   11.00        1.0383
  22  51 -137.00   11.00        1.0654
  23  51 -135.00   11.00        1.0775
  24  51 -133.00   11.00        1.0694
  25  51 -131.00   11.00        1.0510
  26  51 -129.00   11.00        1.0416
  27  51 -127.00   11.00        1.0466
  28  51 -125.00   11.00        1.0268
  29  51 -123.00   11.00        0.9702
  30  51 -121.00   11.00        0.9098
  31  51 -119.00   11.00        0.8512
  32  51 -117.00   11.00        0.7904
  33  51 -115.00   11.00        0.7324
  34  51 -113.00   11.00        0.6847
  35  51 -111.00   11.00        0.6458
  36  51 -109.00   11.00        0.6111
  37  51 -107.00   11.00        0.5728
  38  51 -105.00   11.00        0.5644
  39  51 -103.00   11.00        0.5953
  40  51 -101.00   11.00        0.6615
  41  51  -99.00   11.00        0.7511
  42  51  -97.00   11.00        0.8309
  43  51  -95.00   11.00        0.8799
  44  51  -93.00   11.00        0.9151
  45  51  -91.00   11.00        0.9518
  46  51  -89.00   11.00        0.9749
  47  51  -87.00   11.00        0.9551
  48  51  -85.00   11.00        0.9601
  49  51  -83.00   11.00        0.8092
  50  51  -81.00   11.00        0.6275
  51  51  -79.00   11.00        0.5175
  52  51  -77.00   11.00        0.5891
  53  51  -75.00   11.00        0.9011
  54  51  -73.00   11.00        0.8647
  55  51  -71.00   11.00        0.8087
  56  51  -69.00   11.00        0.8411
  57  51  -67.00   11.00        0.7135
  58  51  -65.00   11.00        0.6401
  59  51  -63.00   11.00        0.6340
  60  51  -61.00   11.00        0.5687
  61  51  -59.00   11.00        0.4236
  62  51  -57.00   11.00        0.3713
  63  51  -55.00   11.00        0.3568
  64  51  -53.00   11.00        0.3565
  65  51  -51.00   11.00        0.3707
  66  51  -49.00   11.00        0.3919
  67  51  -47.00   11.00        0.4047
  68  51  -45.00   11.00        0.3888
  69  51  -43.00   11.00        0.3412
  70  51  -41.00   11.00        0.2731
  71  51  -39.00   11.00        0.1971
  72  51  -37.00   11.00        0.1231
  73  51  -35.00   11.00        0.0428
  74  51  -33.00   11.00       -0.0184
  75  51  -31.00   11.00       -0.0784
  76  51  -29.00   11.00       -0.1537
  77  51  -27.00   11.00       -0.2411
  78  51  -25.00   11.00       -0.3156
  79  51  -23.00   11.00       -0.3485
  80  51  -21.00   11.00       -0.3273
  81  51  -19.00   11.00       -0.2565
  82  51  -17.00   11.00       -0.0615
  83  51  -15.00   11.00        0.2646
  84  51  -13.00   11.00        0.3705
  85  51  -11.00   11.00        0.4360
  86  51   -9.00   11.00        0.4942
  87  51   -7.00   11.00        0.5413
  88  51   -5.00   11.00        0.5711
  89  51   -3.00   11.00        0.5804
  90  51   -1.00   11.00        0.5914
  91  51    1.00   11.00        0.6082
  92  51    3.00   11.00        0.6353
  93  51    5.00   11.00        0.6745
  94  51    7.00   11.00        0.7183
  95  51    9.00   11.00        0.7617
  96  51   11.00   11.00        0.8112
  97  51   13.00   11.00        0.8590
  98  51   15.00   11.00        0.8728
  99  51   17.00   11.00        0.8490
 100  51   19.00   11.00        0.7962
 101  51   21.00   11.00        0.7693
 102  51   23.00   11.00        0.7213
 103  51   25.00   11.00        0.6705
 104  51   27.00   11.00        0.6306
 105  51   29.00   11.00        0.6051
 106  51   31.00   11.00        0.5851
 107  51   33.00   11.00        0.5585
 108  51   35.00   11.00        0.5356
 109  51   37.00   11.00        0.5191
 110  51   39.00   11.00        0.5026
 111  51   41.00   11.00        0.4866
 112  51   43.00   11.00        0.4482
 113  51   45.00   11.00        0.4527
 114  51   47.00   11.00        0.5230
 115  51   49.00   11.00        0.6244
 116  51   51.00   11.00        0.7247
 117  51   53.00   11.00        0.8925
 118  51   55.00   11.00        0.9404
 119  51   57.00   11.00        0.9244
 120  51   59.00   11.00        0.8780
 121  51   61.00   11.00        0.8244
 122  51   63.00   11.00        0.7574
 123  51   65.00   11.00        0.6844
 124  51   67.00   11.00        0.6230
 125  51   69.00   11.00        0.5852
 126  51   71.00   11.00        0.5802
 127  51   73.00   11.00        0.6024
 128  51   75.00   11.00        0.6029
 129  51   77.00   11.00        0.5193
 130  51   79.00   11.00        0.4939
 131  51   81.00   11.00        0.4553
 132  51   83.00   11.00        0.4103
 133  51   85.00   11.00        0.4067
 134  51   87.00   11.00        0.4246
 135  51   89.00   11.00        0.4516
 136  51   91.00   11.00        0.4567
 137  51   93.00   11.00        0.4296
 138  51   95.00   11.00        0.3967
 139  51   97.00   11.00        0.7469
 140  51   99.00   11.00        0.7394
 141  51  101.00   11.00        0.5105
 142  51  103.00   11.00        0.6297
 143  51  105.00   11.00        1.0144
 144  51  107.00   11.00        1.0134
 145  51  109.00   11.00        0.4343
 146  51  111.00   11.00        0.1589
 147  51  113.00   11.00        0.0460
 148  51  115.00   11.00       -0.0092
 149  51  117.00   11.00        0.1970
 150  51  119.00   11.00        0.4765
 151  51  121.00   11.00        0.5728
 152  51  123.00   11.00        0.5906
 153  51  125.00   11.00        0.6162
 154  51  127.00   11.00       -0.0934
 155  51  129.00   11.00       -0.1062
 156  51  131.00   11.00       -0.1003
 157  51  133.00   11.00       -0.0771
 158  51  135.00   11.00       -0.0418
 159  51  137.00   11.00        0.0912
 160  51  139.00   11.00        0.2835
 161  51  141.00   11.00        0.2837
 162  51  143.00   11.00        0.1039
 163  51  145.00   11.00        0.1474
 164  51  147.00   11.00        0.1737
 165  51  149.00   11.00        0.1942
 166  51  151.00   11.00        0.2170
 167  51  153.00   11.00        0.2367
 168  51  155.00   11.00        0.2552
 169  51  157.00   11.00        0.2754
 170  51  159.00   11.00        0.2923
 171  51  161.00   11.00        0.3051
 172  51  163.00   11.00        0.3179
 173  51  165.00   11.00        0.3250
 174  51  167.00   11.00        0.3330
 175  51  169.00   11.00        0.3596
 176  51  171.00   11.00        0.4100
 177  51  173.00   11.00        0.4682
 178  51  175.00   11.00        0.5189
 179  51  177.00   11.00        0.5649
 180  51  179.00   11.00        0.6045
   1  52 -179.00   13.00        0.6739
   2  52 -177.00   13.00        0.7344
   3  52 -175.00   13.00        0.7920
   4  52 -173.00   13.00        0.8489
   5  52 -171.00   13.00        0.9034
   6  52 -169.00   13.00        0.9469
   7  52 -167.00   13.00        0.9774
   8  52 -165.00   13.00        1.0050
   9  52 -163.00   13.00        1.0238
  10  52 -161.00   13.00        1.0274
  11  52 -159.00   13.00        1.0294
  12  52 -157.00   13.00        1.0368
  13  52 -155.00   13.00        1.0425
  14  52 -153.00   13.00        1.0368
  15  52 -151.00   13.00        1.0179
  16  52 -149.00   13.00        0.9974
  17  52 -147.00   13.00        0.9933
  18  52 -145.00   13.00        1.0034
  19  52 -143.00   13.00        1.0122
  20  52 -141.00   13.00        1.0197
  21  52 -139.00   13.00        1.0334
  22  52 -137.00   13.00        1.0504
  23  52 -135.00   13.00        1.0600
  24  52 -133.00   13.00        1.0597
  25  52 -131.00   13.00        1.0592
  26  52 -129.00   13.00        1.0727
  27  52 -127.00   13.00        1.0976
  28  52 -125.00   13.00        1.0909
  29  52 -123.00   13.00        1.0254
  30  52 -121.00   13.00        0.9475
  31  52 -119.00   13.00        0.8761
  32  52 -117.00   13.00        0.8095
  33  52 -115.00   13.00        0.7553
  34  52 -113.00   13.00        0.7198
  35  52 -111.00   13.00        0.6928
  36  52 -109.00   13.00        0.6629
  37  52 -107.00   13.00        0.6174
  38  52 -105.00   13.00        0.5945
  39  52 -103.00   13.00        0.6149
  40  52 -101.00   13.00        0.6776
  41  52  -99.00   13.00        0.7591
  42  52  -97.00   13.00        0.8244
  43  52  -95.00   13.00        0.8571
  44  52  -93.00   13.00        0.8762
  45  52  -91.00   13.00        0.9146
  46  52  -89.00   13.00        0.9382
  47  52  -87.00   13.00        0.9455
  48  52  -85.00   13.00        0.9550
  49  52  -83.00   13.00        0.9595
  50  52  -81.00   13.00        0.7271
  51  52  -79.00   13.00        0.4769
  52  52  -77.00   13.00        0.4355
  53  52  -75.00   13.00        0.3930
  54  52  -73.00   13.00        0.3735
  55  52  -71.00   13.00        0.3572
  56  52  -69.00   13.00        0.7348
  57  52  -67.00   13.00        0.4898
  58  52  -65.00   13.00        0.4100
  59  52  -63.00   13.00        0.5278
  60  52  -61.00   13.00        0.6298
  61  52  -59.00   13.00        0.5777
  62  52  -57.00   13.00        0.4396
  63  52  -55.00   13.00        0.4305
  64  52  -53.00   13.00        0.4318
  65  52  -51.00   13.00        0.4427
  66  52  -49.00   13.00        0.4532
  67  52  -47.00   13.00        0.4516
  68  52  -45.00   13.00        0.4226
  69  52  -43.00   13.00        0.3673
  70  52  -41.00   13.00        0.2985
  71  52  -39.00   13.00        0.2273
  72  52  -37.00   13.00        0.1574
  73  52  -35.00   13.00        0.0728
  74  52  -33.00   13.00        0.0043
  75  52  -31.00   13.00       -0.0644
  76  52  -29.00   13.00       -0.1490
  77  52  -27.00   13.00       -0.2475
  78  52  -25.00   13.00       -0.3283
  79  52  -23.00   13.00       -0.3668
  80  52  -21.00   13.00       -0.3661
  81  52  -19.00   13.00       -0.3020
  82  52  -17.00   13.00        0.1805
  83  52  -15.00   13.00        0.2416
  84  52  -13.00   13.00        0.3159
  85  52  -11.00   13.00        0.3840
  86  52   -9.00   13.00        0.4452
  87  52   -7.00   13.00        0.5021
  88  52   -5.00   13.00        0.5460
  89  52   -3.00   13.00        0.5630
  90  52   -1.00   13.00        0.5755
  91  52    1.00   13.00        0.6020
  92  52    3.00   13.00        0.6296
  93  52    5.00   13.00        0.6663
  94  52    7.00   13.00        0.7084
  95  52    9.00   13.00        0.7554
  96  52   11.00   13.00        0.8050
  97  52   13.00   13.00        0.8461
  98  52   15.00   13.00        0.8637
  99  52   17.00   13.00        0.8649
 100  52   19.00   13.00        0.8435
 101  52   21.00   13.00        0.8176
 102  52   23.00   13.00        0.7720
 103  52   25.00   13.00        0.7159
 104  52   27.00   13.00        0.6617
 105  52   29.00   13.00        0.6197
 106  52   31.00   13.00        0.5874
 107  52   33.00   13.00        0.5533
 108  52   35.00   13.00        0.5375
 109  52   37.00   13.00        0.5366
 110  52   39.00   13.00        0.5259
 111  52   41.00   13.00        0.5049
 112  52   43.00   13.00        0.3361
 113  52   45.00   13.00        0.2600
 114  52   47.00   13.00        0.3268
 115  52   49.00   13.00        0.4532
 116  52   51.00   13.00        0.6267
 117  52   53.00   13.00        0.7820
 118  52   55.00   13.00        0.8728
 119  52   57.00   13.00        0.8757
 120  52   59.00   13.00        0.8369
 121  52   61.00   13.00        0.7829
 122  52   63.00   13.00        0.7094
 123  52   65.00   13.00        0.6273
 124  52   67.00   13.00        0.5578
 125  52   69.00   13.00        0.5155
 126  52   71.00   13.00        0.5137
 127  52   73.00   13.00        0.5417
 128  52   75.00   13.00        0.4589
 129  52   77.00   13.00        0.4578
 130  52   79.00   13.00        0.4636
 131  52   81.00   13.00        0.4124
 132  52   83.00   13.00        0.3639
 133  52   85.00   13.00        0.3780
 134  52   87.00   13.00        0.4038
 135  52   89.00   13.00        0.4300
 136  52   91.00   13.00        0.4372
 137  52   93.00   13.00        0.4102
 138  52   95.00   13.00        0.3723
 139  52   97.00   13.00        0.7566
 140  52   99.00   13.00        1.0090
